"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ift122",1.94123427387155e-08,-0.297436659898286,0.32,0.458,0.000487812760681181
"Gas1",1.95573282273908e-08,-0.46452128040449,0.176,0.291,0.000491456101026103
"Trmt112",1.95700912944225e-08,0.388614895654812,0.468,0.47,0.000491776824137543
"Rps19",1.95752756829399e-08,0.396324834390281,0.915,0.907,0.000491907102636597
"Ecpas",2.01795082843524e-08,-0.262392591279773,0.198,0.297,0.00050709086367749
"Hook1",2.05645796824472e-08,-0.341243699949995,0.226,0.342,0.000516767322840216
"Klhl28",2.0668253972262e-08,-0.255386560267047,0.379,0.528,0.000519372554068971
"Dtx1",2.09636842376461e-08,-0.391960806315058,0.387,0.569,0.000526796421207809
"Dctn1",2.1733117759368e-08,-0.292968932281856,0.527,0.706,0.000546131516175159
"Arhgap21",2.18472919816698e-08,-0.321123966710939,0.233,0.345,0.000549000600207381
"Zmym4",2.21329855531354e-08,-0.381074420368553,0.197,0.306,0.000556179793964739
"Palm",2.23210448031296e-08,-0.509672569834594,0.434,0.658,0.000560905534857844
"Afap1",2.23340149196652e-08,-0.414247477373624,0.229,0.358,0.000561231460916267
"Ammecr1",2.3232929464189e-08,-0.430642758955628,0.195,0.306,0.000583820284505605
"Actb",2.42921687016077e-08,0.259253268987464,0.998,0.999,0.000610437907302701
"Gigyf2",2.45119545868726e-08,-0.25612254239987,0.197,0.276,0.000615960906813522
"Smarcd1",2.49873710169719e-08,-0.339642584509936,0.257,0.382,0.000627907646285487
"Iqce",2.62262278115452e-08,-0.473724908974887,0.319,0.488,0.000659038878676319
"Pacs2",2.63699616117906e-08,-0.255756714076152,0.246,0.353,0.000662650765342686
"Nav1",2.63766007535066e-08,-0.314117313753726,0.512,0.689,0.000662817600334868
"Sumo2",2.64716706463647e-08,0.33821710609566,0.942,0.967,0.000665206611672497
"Tub",2.66054681685736e-08,-0.421045800387516,0.269,0.404,0.000668568809608086
"Cdc73",2.68786167661409e-08,-0.264494443930594,0.228,0.324,0.000675432760716354
"Nudt3",2.70096113180263e-08,-0.27198876120747,0.254,0.369,0.000678724522810682
"Kcnb1",2.70159758311846e-08,-0.330032925658554,0.504,0.682,0.000678884456661839
"Kif3c",2.74480311028331e-08,-0.391897623600304,0.263,0.398,0.000689741573583092
"Mmgt1",2.78116871608885e-08,-0.441616757719044,0.316,0.479,0.000698879886665967
"Ppp1r7",2.83451782808675e-08,-0.315071802575261,0.322,0.465,0.00071228598501992
"Itm2c",2.84881026480224e-08,0.335029913385287,0.422,0.439,0.000715877531442155
"Fbxl3",2.86905953243523e-08,-0.292433621042336,0.182,0.261,0.000720965969905649
"Osbp",2.88968283874276e-08,-0.349284425147316,0.236,0.355,0.000726148400547668
"Map1a",2.93681118886862e-08,-0.361297892149501,0.539,0.722,0.000737991283650797
"Mmut",2.94102186585046e-08,-0.3630804018071,0.231,0.35,0.000739049384669563
"Ago3",2.94286346526565e-08,-0.504907829395896,0.166,0.273,0.000739512160186606
"Rpf1",2.97426692338331e-08,-0.321254474794986,0.189,0.272,0.000747403535176992
"Slc14a2",3.00619682424344e-08,-0.586607919627054,0.198,0.333,0.000755427199964134
"Uvrag",3.1756626915414e-08,-0.293451259414398,0.27,0.39,0.000798012277757438
"Pth2",3.35236518293746e-08,-0.398575939707981,0.472,0.659,0.000842415846820354
"Cirbp",3.3624657763556e-08,-0.255354815802759,0.629,0.805,0.000844954024940399
"Dennd4a",3.40336948814084e-08,-0.431793857108138,0.256,0.391,0.000855232718674911
"Pcdh9",3.4111244559156e-08,-0.524806611163472,0.237,0.372,0.000857181464527031
"Rpl5",3.44354817469842e-08,0.285865481119612,0.876,0.902,0.000865329220819965
"Sos1",3.52549041237031e-08,-0.503524489509859,0.168,0.274,0.000885920485724536
"Mb21d2",3.54028627333613e-08,-0.287554818295881,0.312,0.448,0.000889638537626635
"Uvssa",3.55805706721564e-08,-0.261611346549511,0.182,0.259,0.000894104160420619
"Relch",3.56183863309543e-08,-0.261195577185272,0.211,0.3,0.00089505443011055
"Hspa5",3.595489634805e-08,0.254645055810981,0.819,0.864,0.000903510590330148
"Sel1l",3.59566040936655e-08,-0.302251213219907,0.284,0.415,0.00090355350426972
"Golga1",3.6877215813564e-08,-0.339380718147434,0.181,0.267,0.000926687556179049
"Kansl3",3.74360214794784e-08,-0.2993165519986,0.191,0.27,0.000940729783757813
"Ttc26",3.91964183245758e-08,-0.927670762712522,0.129,0.268,0.000984966796078265
"Rps15",3.94769491757689e-08,0.259548129567583,0.933,0.953,0.000992016255837898
"Tbc1d32",3.97100947046332e-08,-0.641654477123171,0.231,0.388,0.000997874969832727
"Rpl14",3.98281167948951e-08,0.312517578046151,0.886,0.914,0.00100084074693892
"Gtf2f1",4.00858715181772e-08,-0.266602371190501,0.283,0.401,0.00100731786538028
"Mrps33",4.09941363248103e-08,0.294347483050499,0.763,0.799,0.00103014165170616
"Sec14l5",4.18440866118054e-08,-0.405883877700545,0.313,0.474,0.00105150005246806
"Rps17",4.18563662187381e-08,0.326669681429724,0.857,0.889,0.00105180862671067
"Prpf18",4.44093350233957e-08,-0.533278122349827,0.208,0.344,0.00111596217980291
"Srsf7",4.45025886271619e-08,0.313683987128461,0.519,0.552,0.00111830554961195
"Ppp4r3a",4.47787310364858e-08,-0.390905054799314,0.262,0.396,0.00112524473221585
"Ranbp1",4.5578402705239e-08,0.275222525283537,0.6,0.638,0.00114533968157995
"Fam114a2",4.61302748960693e-08,-0.25606572922443,0.279,0.393,0.00115920767786332
"Arf5",4.70421056120294e-08,0.330329033162367,0.445,0.468,0.00118212107192469
"Chd1",4.70833606800019e-08,-0.358478128247671,0.171,0.256,0.00118315777052777
"Setd7",4.74429478916429e-08,-0.383477332899273,0.235,0.359,0.00119219383756909
"Stk39",4.78389598499944e-08,-0.399359736554791,0.189,0.291,0.00120214522207051
"2210408I21Rik",4.79886272258144e-08,-0.419882445384798,0.187,0.291,0.00120590621355749
"Mapk9",4.82956865973877e-08,-0.406850963164413,0.176,0.273,0.00121362230850576
"Cep104",4.87513980666977e-08,-0.250856261113728,0.284,0.392,0.00122507388201805
"Tbl1xr1",4.8828519508377e-08,-0.34720055341729,0.273,0.415,0.00122701186672601
"Ap3b2",5.0274397879065e-08,-0.336676580904418,0.335,0.49,0.00126334534430302
"Tmod2",5.06485990224662e-08,-0.378122296870841,0.423,0.603,0.00127274864483555
"Txn1",5.14385033085161e-08,0.281764106521343,0.724,0.769,0.0012925981496397
"Dda1",5.15465883237839e-08,-0.266385604376518,0.28,0.397,0.00129531421798837
"4833439L19Rik",5.18564538028703e-08,-0.296340253016375,0.365,0.517,0.00130310082761233
"Trim2",5.23901866964267e-08,-0.31285431240639,0.369,0.53,0.00131651300149451
"Ino80b",5.41197752764014e-08,-0.592001069265574,0.181,0.311,0.00135997583292069
"Csnk1e",5.49735529509827e-08,-0.269437203612509,0.191,0.278,0.00138143041210524
"Ncbp3",5.53249785914113e-08,-0.424418401010028,0.205,0.315,0.00139026138702357
"Tmem151a",5.56149019523422e-08,-0.600351946209427,0.166,0.289,0.00139754687116041
"Galnt3",5.80586579721318e-08,-0.343089219300011,0.216,0.313,0.0014589560161817
"Hivep1",5.8089873610942e-08,-0.35891720567194,0.262,0.384,0.00145974043396936
"Erlin2",5.92418450933171e-08,-0.436468701386704,0.221,0.341,0.00148868832534997
"Memo1",6.02353428443202e-08,-0.279544883041944,0.287,0.404,0.00151365393033492
"Trir",6.05147512632315e-08,0.251179317936148,0.673,0.734,0.00152067518449375
"Cd47",6.14403921986357e-08,0.287019874204636,0.71,0.764,0.00154393561555952
"Helz",6.50544065252376e-08,-0.375073898849872,0.242,0.358,0.0016347521815727
"Ift172",6.59127429066281e-08,-0.40674433062076,0.185,0.289,0.00165632131650066
"Lmo4",6.6632582003496e-08,-0.308938732674842,0.202,0.297,0.00167441015316585
"Dlgap3",6.75775648042202e-08,-0.334892956446912,0.21,0.311,0.00169815662596525
"Rad21",6.88015077933752e-08,-0.251206759430913,0.418,0.574,0.00172891308933973
"Epb41l3",6.913563771897e-08,-0.365401650322963,0.386,0.564,0.00173730944024
"Drc1",7.23047072906966e-08,-0.315933772928394,0.425,0.586,0.00181694498950792
"Pclo",7.26389710157381e-08,-0.329542861495336,0.524,0.711,0.00182534470265448
"Ppt1",7.65968124129086e-08,-0.556643330947367,0.173,0.291,0.00192480129912398
"H3f3a",7.6928939805196e-08,0.302135607072441,0.988,0.991,0.00193314732836477
"Cdk12",7.84568885749726e-08,-0.305037068584419,0.246,0.363,0.00197154315300049
"Pkm",8.10956247841339e-08,0.308929511808186,0.976,0.986,0.0020378519552005
"Abcc4",8.11816089749769e-08,-0.444703409918375,0.168,0.268,0.00204001265193219
"Ppp2r2b",8.21726667558472e-08,-0.320297023902702,0.223,0.323,0.00206491694290768
"Tex52",8.32667046900815e-08,-0.257282572001632,0.435,0.582,0.00209240902215706
"Map3k12",8.36673863045853e-08,-0.397008984749069,0.276,0.411,0.00210247775044792
"Lnpk",8.41341801033626e-08,-0.255554904624416,0.27,0.378,0.0021142078118174
"Nelfe",8.43141317642393e-08,-0.262436975418952,0.182,0.255,0.00211872981710357
"Fam13b",8.66178830764451e-08,-0.331644693238433,0.245,0.356,0.00217662078382799
"Abcf2",8.71289721731286e-08,-0.321838814392286,0.181,0.27,0.00218946394173855
"Atp11a",8.7623868096662e-08,-0.303208772244984,0.177,0.258,0.00220190018140102
"Dzank1",8.76629955860918e-08,-0.401349753784527,0.175,0.263,0.0022028834160829
"Gatad2a",8.78919907330208e-08,-0.416661513031256,0.474,0.682,0.00220863783513008
"Ell3",8.98869437588062e-08,-0.502687327684445,0.182,0.299,0.00225876900971504
"Sin3b",9.01743633692809e-08,-0.298117540747949,0.382,0.536,0.00226599157710666
"Zfp608",9.01789028664619e-08,-0.454250323954687,0.22,0.336,0.00226610565013132
"Fam126b",9.12722114583628e-08,-0.383373832080316,0.22,0.339,0.0022935794017372
"Chd8",9.32477822889313e-08,-0.299800785427958,0.224,0.325,0.00234322352113856
"Kidins220",9.35007272537721e-08,-0.352037358441821,0.368,0.527,0.00234957977516004
"Cdk5r2",9.36561213176105e-08,-1.0274392032183,0.168,0.37,0.00235348467259023
"Rps28",9.44243849153759e-08,0.516910187266514,0.854,0.766,0.00237279036853848
"Sdk1",9.48391730348843e-08,-0.446746478198873,0.255,0.392,0.00238321357919361
"Zbtb37",9.60985017950457e-08,-0.538668742535892,0.183,0.303,0.0024148592516077
"Ehd3",9.621760612163e-08,-0.425053036715789,0.192,0.305,0.00241785222423044
"Cstb",9.70543007180229e-08,0.463104205954727,0.466,0.455,0.0024388775227432
"C1qtnf4",9.80727476559081e-08,-0.322429528517972,0.277,0.411,0.00246447007584531
"Camsap1",9.84287859761534e-08,-0.417223535629237,0.203,0.313,0.00247341696279476
"Ubr4",1.00918587127584e-07,-0.289194332093192,0.29,0.416,0.00253598317592905
"Lrrc45",1.02808285342675e-07,-0.377614983526187,0.257,0.394,0.00258346940237607
"Dstn",1.06846477272141e-07,-0.286304814471062,0.793,0.924,0.00268494512737163
"Supt5",1.07729809840442e-07,-0.445557596663144,0.369,0.552,0.00270714239148046
"Sfmbt1",1.07755431666041e-07,-0.572912643674987,0.155,0.264,0.00270778624233596
"Rpl35",1.08507688182716e-07,0.304887982437738,0.627,0.626,0.00272668969634347
"Zdhhc18",1.08671843557684e-07,-0.452701194008894,0.279,0.438,0.00273081475676105
"Diras1",1.09026710304492e-07,-0.561284747566328,0.273,0.45,0.00273973220324157
"Dpysl2",1.10381997529719e-07,0.465278521196495,0.531,0.524,0.00277378921592432
"Rps3a1",1.11116024648589e-07,0.264193433462554,0.982,0.986,0.00279223458339438
"Gm47484",1.11926992527827e-07,-0.251050294877688,0.202,0.279,0.00281261339523175
"Tmem258",1.12880426096719e-07,0.580718225706441,0.564,0.515,0.00283657222738445
"Sart1",1.13500528610775e-07,-0.302456575668169,0.198,0.288,0.00285215478346017
"Mrpl52",1.13757561206857e-07,0.40746119710486,0.358,0.351,0.0028586137555671
"mt-Nd4l",1.18122559432828e-07,0.2641842361499,0.697,0.729,0.00296830179598752
"Ldhb",1.19572281598153e-07,0.306374130032945,0.947,0.969,0.00300473186427998
"Rgs6",1.22066147973675e-07,-0.649644852993684,0.228,0.4,0.00306740023243048
"Kpna1",1.22408166015085e-07,-0.451864203800537,0.23,0.359,0.00307599480379306
"Pard3",1.22496572076896e-07,-0.27467148036306,0.195,0.279,0.00307821635972032
"Klc2",1.27591001220902e-07,-0.27355479203979,0.377,0.524,0.00320623426968004
"Aqr",1.28368988907776e-07,-0.354355054340725,0.195,0.293,0.0032257843222635
"Socs4",1.3044910420249e-07,-0.552929489093199,0.154,0.263,0.00327805553950438
"5730403I07Rik",1.30841223536359e-07,0.313018502995607,0.622,0.634,0.00328790910624516
"Naca",1.31281673879712e-07,0.356142658051874,0.911,0.932,0.00329897718292328
"Magi1",1.31457893361913e-07,-0.321550370769066,0.324,0.465,0.0033034054022915
"Bbof1",1.33543919105737e-07,-0.306597410291779,0.271,0.389,0.00335582514320807
"Yipf6",1.34661214539891e-07,-0.520565219806273,0.201,0.331,0.00338390166017293
"Ctdspl2",1.35097770994424e-07,-0.296860509092742,0.252,0.362,0.00339487188731888
"Synj1",1.36562795939593e-07,-0.363239836017765,0.201,0.297,0.00343168649916604
"Eloc",1.39138382888455e-07,0.334104561566255,0.608,0.637,0.00349640842360399
"Ndufs6",1.39183183939568e-07,0.275731038814835,0.682,0.73,0.0034975342292174
"Dip2b",1.41649938781137e-07,-0.448654472578738,0.165,0.261,0.0035595213116312
"Cyld",1.4281029396257e-07,-0.323222690184366,0.181,0.264,0.00358867987698541
"Habp4",1.48968722705795e-07,-0.456963786719232,0.157,0.252,0.00374343503287391
"Tmem219",1.53031041407066e-07,-0.377558373302726,0.187,0.296,0.00384551703951816
"Rwdd4a",1.53646974772142e-07,-0.26055216188839,0.198,0.281,0.00386099482904916
"Scamp1",1.60273646657911e-07,-0.374040484186553,0.171,0.258,0.00402751646686664
"Pbx1",1.61146447461055e-07,-0.350901683605266,0.224,0.345,0.00404944907824885
"Ppfia2",1.62054813391223e-07,-0.511295354684935,0.286,0.456,0.00407227540570805
"Ankrd13b",1.64780050736631e-07,-0.270124566759797,0.202,0.289,0.0041407578949608
"Pnmal1",1.68103443251111e-07,-0.339484336348461,0.336,0.481,0.00422427142545716
"Arid3a",1.6991709206382e-07,-0.486765244965954,0.283,0.453,0.00426984660647172
"Ptprg",1.71221318024481e-07,-0.388630119808492,0.265,0.4,0.00430262050063718
"Zkscan1",1.76583399802118e-07,-0.392124361525466,0.223,0.342,0.00443736425362743
"Thap12",1.83274118142693e-07,-0.304893713782201,0.227,0.326,0.00460549531480773
"Brd9",1.85018784954919e-07,-0.443136129296238,0.231,0.35,0.00464933704713217
"Wdr63",1.85971440930245e-07,-0.254171439422991,0.209,0.287,0.00467327633913614
"Ptms",1.90910093238049e-07,-0.380473564725901,0.363,0.524,0.00479737973297893
"Smg7",1.92617141233357e-07,-0.290240242563904,0.262,0.374,0.00484027614205303
"Naaa",1.92789487473725e-07,0.269472253945694,0.35,0.363,0.00484460703072724
"Smc5",1.93368101518627e-07,-0.500276706099281,0.181,0.295,0.00485914702306157
"Plxna1",1.93885735801792e-07,-0.334828591924918,0.314,0.449,0.00487215465496323
"Fads6",1.9547954563079e-07,-0.367366144254496,0.206,0.304,0.00491220550215613
"Wdfy1",2.02498178534486e-07,-0.289435458004702,0.182,0.263,0.00508857672839311
"Fmc1",2.08543512089105e-07,0.25494558572928,0.433,0.464,0.00524048991528713
"Atxn1",2.0855887030387e-07,-0.592880376337817,0.236,0.395,0.00524087585186596
"Wdr35",2.11639383039177e-07,-0.372098185621752,0.396,0.574,0.00531828605639148
"Bicd1",2.13689259874254e-07,-0.364703348544576,0.295,0.442,0.00536979741138013
"Cacna1b",2.19245959444555e-07,-0.65969498684825,0.2,0.354,0.00550943171488221
"Ptpa",2.19273926499629e-07,-0.372963059130982,0.201,0.3,0.00551013449900919
"Uggt1",2.20506351742955e-07,-0.365466468570393,0.212,0.32,0.00554110411294871
"Rad54l2",2.2149788451858e-07,-0.474083704594603,0.165,0.266,0.0055660203400674
"Nacad",2.23610492224949e-07,-0.470412477106283,0.158,0.252,0.00561910805912075
"Capsl",2.24296238127916e-07,-0.289513057299892,0.182,0.261,0.00563634016791639
"Ankhd1",2.2492679592727e-07,-0.318026865450112,0.313,0.45,0.00565218545485637
"Socs5",2.25548995513738e-07,-0.420192988057688,0.213,0.324,0.00566782070826473
"Mis12",2.2679018842583e-07,-0.461636575188532,0.162,0.26,0.00569901064495268
"Bmi1",2.30735146122541e-07,-0.334795989353444,0.232,0.347,0.00579814348691334
"Aggf1",2.31720564573091e-07,-0.279868630747165,0.226,0.33,0.00582290606715721
"Timm8b",2.32748266426429e-07,0.311379463526662,0.668,0.704,0.00584873118702973
"Rnf111",2.41853766111515e-07,-0.379696033060427,0.195,0.294,0.00607754328861627
"Tmem65",2.44032348168218e-07,-0.455574484859631,0.172,0.269,0.00613228887711915
"Atp8a2",2.51432435221294e-07,-0.424059700614548,0.211,0.322,0.00631824566467589
"Arel1",2.58161329428347e-07,-0.442612102503582,0.213,0.335,0.00648733604720492
"Kmt2b",2.64303435366911e-07,-0.339674904185155,0.172,0.254,0.00664168102733511
"Rps25",2.65649085073424e-07,0.344319989102917,0.955,0.968,0.00667549585881008
"Ric3",2.65939226904015e-07,-0.281639384262493,0.246,0.344,0.006682786832871
"Gm6878",2.68474620669913e-07,0.254044184201402,0.331,0.35,0.00674649874281423
"Csnk1g3",2.69855682246777e-07,-0.316759823424357,0.218,0.323,0.00678120343917927
"Terf2ip",2.70606890399284e-07,-0.258303085900707,0.24,0.341,0.0068000805488436
"Ip6k1",2.72924307914168e-07,-0.40191161882294,0.161,0.251,0.00685831493357512
"Plcb4",2.74615381953432e-07,-0.569477030298179,0.226,0.382,0.00690080993310778
"Nsd2",2.76072929179828e-07,-0.302343845539254,0.2,0.295,0.0069374366373599
"Svbp",2.85357032996226e-07,-0.49492215859555,0.175,0.291,0.00717073688216217
"Ptbp2",2.87890449112767e-07,-0.371995392018727,0.245,0.37,0.00723439909575472
"Nfatc3",2.90347811984782e-07,-0.354426120579439,0.217,0.325,0.00729615016736559
"Ube3c",2.92480801372954e-07,-0.351731646497525,0.168,0.253,0.00734975005770097
"Poc5",2.93248682718293e-07,-0.338768348668449,0.223,0.329,0.00736904614802798
"Cttnbp2nl",2.94646540403883e-07,-0.272066004132862,0.243,0.345,0.00740417291380918
"Ap1g1",2.96852315711309e-07,-0.312280252577531,0.291,0.422,0.00745960184150948
"Mark3",2.97369848243606e-07,-0.337538596989574,0.22,0.329,0.00747260691651358
"Foxo6",3.06275647792273e-07,-0.366477758051819,0.226,0.34,0.00769640075337203
"Tenm2",3.14457337045425e-07,-0.590517114903522,0.355,0.53,0.00790199842261448
"Esco1",3.16951014306029e-07,-0.266676850040072,0.27,0.382,0.00796466203849621
"Lrif1",3.17983808980196e-07,-0.301402768655008,0.197,0.285,0.00799061513586335
"Ankrd13c",3.21976453832388e-07,-0.437602390787747,0.159,0.257,0.00809094630835409
"Enox1",3.22662228570881e-07,-0.360334687677511,0.285,0.418,0.00810817914175768
"1300002E11Rik",3.28431110978673e-07,-0.250214339844293,0.221,0.317,0.00825314538778308
"Phf8",3.30827135316294e-07,-0.380040835785557,0.205,0.311,0.00831335508336316
"Tcf20",3.46265115602833e-07,-0.401131102606326,0.247,0.374,0.00870129608998359
"Cd81",3.46266353543641e-07,0.282741650431995,0.947,0.969,0.00870132719819815
"Mob3b",3.5319880087998e-07,-0.264022108226628,0.318,0.443,0.00887553266731302
"Epb41l2",3.58700728221344e-07,-0.381814300698767,0.283,0.422,0.00901379059947415
"Zmym2",3.59101168738862e-07,-0.303446924279379,0.183,0.272,0.00902385326923886
"Nub1",3.59420591377315e-07,-0.340435270313492,0.221,0.325,0.00903188004072054
"Pdzd2",3.61477589302765e-07,-0.382926704259645,0.304,0.449,0.00908357034158919
"Fnbp1l",3.80146579803146e-07,-0.297250505672006,0.195,0.28,0.00955270340387325
"Gldc",3.82588282370373e-07,0.467335747910693,0.441,0.394,0.0096140609476851
"Sytl2",4.00201891106832e-07,-0.355493510527518,0.329,0.472,0.0100566733216236
"Ipmk",4.02988352228954e-07,-0.420811008860514,0.203,0.317,0.0101266943031614
"Hecw2",4.04554450809532e-07,-0.383735224862739,0.204,0.316,0.0101660487943927
"Ttc39b",4.06471292021343e-07,-0.335624392517534,0.278,0.412,0.0102142170972043
"Epc1",4.1082546271985e-07,-0.344347849168125,0.24,0.353,0.0103236330526871
"Lyst",4.15204913959553e-07,-0.390832261276273,0.349,0.51,0.0104336842828896
"Dcaf7",4.17066189257896e-07,-0.297663157991025,0.201,0.289,0.0104804562698617
"Tmem259",4.17413264293554e-07,-0.275903281729634,0.239,0.341,0.0104891779184327
"Arap2",4.22207311490528e-07,-0.314229372276137,0.306,0.434,0.0106096475304455
"Rmi1",4.26175255913006e-07,-0.430275949876201,0.16,0.25,0.0107093580058379
"Kcnn2",4.31538430671993e-07,-0.298294253778886,0.186,0.264,0.0108441292243565
"Mex3c",4.44908869024713e-07,-0.404994772473139,0.202,0.318,0.011180114969722
"Tulp3",4.4754577804616e-07,-0.330797365314019,0.243,0.365,0.011246377856522
"Naa38",4.61754920620609e-07,0.299932134332434,0.372,0.386,0.0116034394002753
"Fam184a",4.62802424422976e-07,-0.415220549649017,0.221,0.347,0.011629762123325
"Rplp0",4.66365382650268e-07,0.354514766473082,0.677,0.665,0.0117192957006186
"Rlf",4.90782684045611e-07,-0.305146841419711,0.241,0.348,0.0123328780673822
"Smad1",5.0386201025865e-07,-0.334488849887526,0.176,0.264,0.0126615484557896
"C2cd3",5.0407886338999e-07,-0.345370712974702,0.234,0.341,0.0126669977581271
"Ankrd10",5.05661313882073e-07,0.259795948788108,0.343,0.355,0.0127067631565426
"Prpf6",5.25090106322042e-07,-0.261474924615804,0.225,0.318,0.0131949892817666
"Otud3",5.2520862679197e-07,-0.358073204716,0.384,0.551,0.0131979675826554
"Zdhhc23",5.2661616048902e-07,-0.323634612075647,0.196,0.283,0.0132333374969286
"Desi2",5.27553177295527e-07,-0.293870715542923,0.293,0.423,0.0132568837922593
"Armc8",5.34096349379315e-07,-0.310969751753488,0.182,0.263,0.0134213071635528
"Map2k4",5.34639439643748e-07,-0.360448892656161,0.175,0.265,0.0134349544788078
"Tdrkh",5.409564726207e-07,-0.28981175907642,0.194,0.29,0.0135936952004856
"Washc2",5.41617475054829e-07,-0.300333740674341,0.224,0.324,0.0136103055306528
"Zbtb44",5.49197254155247e-07,-0.287149001155682,0.202,0.288,0.0138007777996672
"Kpna4",5.57803866167997e-07,-0.280941821524505,0.248,0.355,0.0140170533529356
"Bicdl2",5.59187788026443e-07,-0.358791600754306,0.228,0.335,0.0140518299253165
"Amz2",5.61757675972792e-07,-0.389336795483886,0.163,0.25,0.0141164086395203
"Tnks",5.68878365948415e-07,-0.394497810571741,0.362,0.536,0.0142953444579177
"Ciapin1",5.73139829026515e-07,-0.294088723885577,0.18,0.253,0.0144024307636073
"Zfp180",5.79643010914772e-07,-0.41399101345211,0.211,0.319,0.0145658492212773
"Ier3ip1",5.96444883177624e-07,0.265075229323036,0.416,0.441,0.0149880634693705
"Gpr158",5.98979425426685e-07,-0.389706566584828,0.195,0.299,0.0150517539815472
"Pknox1",6.02613928867694e-07,-0.32725993213858,0.257,0.37,0.0151430854185163
"Cox17",6.03530340189365e-07,0.391372661162732,0.587,0.58,0.0151661139186186
"Usp33",6.04417790407078e-07,-0.371261588366035,0.311,0.46,0.0151884146551395
"5330417C22Rik",6.06009235470075e-07,-0.277431381290469,0.278,0.386,0.0152284060781275
"Lrrc8d",6.08172077144289e-07,-0.339328025941706,0.301,0.446,0.0152827561265588
"Tcerg1",6.13583462541217e-07,-0.271648550123342,0.196,0.281,0.0154187388301983
"Epc2",6.21975348165477e-07,-0.285209408656899,0.268,0.386,0.0156296185240503
"Lrrcc1",6.35473391345874e-07,-0.378624831958647,0.172,0.261,0.0159688108511305
"Tbc1d20",6.65495798578871e-07,-0.431997566088377,0.187,0.29,0.0167232439224884
"Mrps14",7.00451735585464e-07,0.274010673928457,0.573,0.614,0.0176016516635271
"Sike1",7.03874551300759e-07,-0.338522037636119,0.181,0.272,0.0176876635996368
"Selenos",7.04943470581894e-07,0.250370989981948,0.858,0.908,0.0177145244722524
"Zfp318",7.08818135538143e-07,-0.440778290506529,0.185,0.289,0.017811890927938
"Trnt1",7.27268768790097e-07,-0.494295751033252,0.19,0.306,0.0182755368909264
"Manf",7.32923682337109e-07,0.288026505110246,0.539,0.58,0.0184176392134492
"Ndufs5",7.35462739851919e-07,0.266934182481692,0.61,0.647,0.0184814431897389
"Xpc",7.36674275158282e-07,-0.639587720472357,0.157,0.274,0.0185118878604525
"Fam171b",7.62456960124175e-07,-0.303908823650464,0.425,0.605,0.0191597809509604
"Twsg1",7.63173809157206e-07,-0.32266179354692,0.234,0.345,0.0191777946503114
"Paqr9",7.64556027177372e-07,-0.364320265760455,0.22,0.321,0.0192125284069402
"Atrn",7.71134425921235e-07,-0.437381636907053,0.188,0.294,0.0193778369889747
"Nek10",7.72169036152488e-07,-0.556968134917468,0.214,0.355,0.0194038357094759
"Slc22a23",7.72836603388514e-07,-0.282717549548247,0.207,0.302,0.01942061100655
"Hecw1",7.78604162479306e-07,-0.393962150655487,0.277,0.411,0.0195655439989425
"Sdc3",7.86491433243215e-07,-0.285973699323597,0.508,0.685,0.0197637432259688
"Rps6",7.93425355217266e-07,0.306621863189316,0.847,0.876,0.0199379857512547
"Nek7",8.00104306790059e-07,-0.358332218744098,0.22,0.331,0.0201058211253274
"Rbm33",8.12117704654379e-07,-0.335860112406846,0.206,0.301,0.0204077058002599
"Dnajc5",8.2623396077729e-07,-0.266532584735285,0.343,0.482,0.0207624332003725
"5730455P16Rik",8.40573927786405e-07,-0.529863321495616,0.161,0.272,0.0211227822313446
"Eif2b4",8.43812724786658e-07,-0.476701930337338,0.178,0.286,0.0212041699611639
"Sympk",8.46743036697296e-07,-0.31203425517139,0.18,0.261,0.0212778057691664
"Pcp4l1",8.5114100321262e-07,0.367732277182607,0.733,0.705,0.0213883222697299
"Gk5",8.60602397355891e-07,-0.334537442549436,0.396,0.552,0.0216260776431562
"F730043M19Rik",8.62430372008766e-07,-0.531913578452646,0.177,0.298,0.0216720128182083
"Supt6",8.75358870973441e-07,-0.366034004255894,0.254,0.374,0.0219968930686916
"Rpap3",8.93247686161512e-07,-0.327377481288281,0.223,0.323,0.0224464211055526
"Aebp2",8.99248580435159e-07,-0.293450090677834,0.362,0.515,0.0225972175777551
"Arrdc3",9.09025207162941e-07,-0.551718593948472,0.203,0.342,0.0228428944307975
"Arhgap44",9.17660669165711e-07,-0.485062133257218,0.19,0.305,0.0230598949554651
"Zfp516",9.42651013584188e-07,-0.486702932432124,0.202,0.324,0.0236878773203571
"Spire1",9.78933401213466e-07,-0.489176640070432,0.196,0.315,0.0245996174390932
"Hsp90aa1",1.0216781067633e-06,0.278394080517768,0.99,0.995,0.0256737491448549
"Pkp4",1.02176598171575e-06,-0.491502746026512,0.173,0.283,0.025675957354535
"Heca",1.03559246671192e-06,-0.341185097026475,0.207,0.309,0.0260234030960038
"Dennd1a",1.0487497434489e-06,-0.310628805717193,0.192,0.287,0.0263540323031274
"Eml1",1.05250767326917e-06,-0.358097315520317,0.197,0.286,0.0264484653215809
"Eml6",1.07493528512709e-06,-0.311489866836741,0.198,0.287,0.0270120487799586
"Snhg3",1.08132530077075e-06,0.369916720592646,0.399,0.402,0.0271726234830681
